pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
50,c,2,2,10,2,,,,,138.92655229999218,139.92609799996717,139.92609799996717,139.92609799996717,139.92609799996717,139.9426771000144,140.9265709000174,140.9265709000174,c,1,0.883821600000374,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
-150,z,2,3,11,3,,,,,141.84220080001978,142.8266971000121,142.8266971000121,142.8266971000121,142.8266971000121,142.84350869996706,143.8305556999985,143.8305556999985,z,1,0.49957139999605715,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
-50,x,3,0,12,0,,,,,144.3605219000019,145.3603553000139,145.3603553000139,145.3603553000139,145.3603553000139,145.3603553000139,146.3615120999748,146.3615120999748,x,1,0.6124481000006199,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
150,v,3,1,13,1,,,,,146.99401419999776,147.97841889999108,147.97841889999108,147.97841889999108,147.97841889999108,147.99449010001263,148.9792749999906,148.9792749999906,v,1,0.7773806999903172,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
50,c,3,2,14,2,,,,,149.79396079998696,150.77964059996884,150.77964059996884,150.77964059996884,150.77964059996884,150.7973600999685,151.7793476000079,151.7793476000079,c,1,0.8942139000282623,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
-150,z,3,3,15,3,,,,,152.6949619000079,153.6970047999639,153.6970047999639,153.6970047999639,153.6970047999639,153.6970047999639,154.69687549996888,154.69687549996888,z,1,0.5685757999890484,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
-50,x,4,0,16,0,,,,,155.29661969997687,156.29562160000205,156.29562160000205,156.29562160000205,156.29562160000205,156.29562160000205,157.29836620000424,157.29836620000424,x,1,0.7020425000227988,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
150,v,4,1,17,1,,,,,158.0276308999746,159.01361069997074,159.01361069997074,159.01361069997074,159.01361069997074,159.03004400001373,160.01508410001406,160.01508410001406,v,1,0.6376735999947414,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
50,c,4,2,18,2,,,,,160.6798605999793,161.6811017,161.6811017,161.6811017,161.6811017,161.6811017,162.68262139998842,162.68262139998842,c,1,0.6644225999480113,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
-150,z,4,3,19,3,,,,,163.3640265999711,164.36424769996665,164.36424769996665,164.36424769996665,164.36424769996665,164.36424769996665,165.36541460000444,165.36541460000444,z,1,0.6159562999964692,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
-50,x,5,0,20,0,,,,,165.99789559998317,166.99839500000235,166.99839500000235,166.99839500000235,166.99839500000235,166.99839500000235,167.999843699974,167.999843699974,x,1,0.6163054999778979,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
150,v,5,1,21,1,,,,,168.63247110001976,169.6320706999977,169.6320706999977,169.6320706999977,169.6320706999977,169.6320706999977,170.6252630999661,170.6252630999661,v,1,0.6027613999904133,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
50,c,5,2,22,2,,,,,171.2500476000132,172.2494553999859,172.2494553999859,172.2494553999859,172.2494553999859,172.2494553999859,173.25097009999445,173.25097009999445,c,1,0.6500244000344537,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
-150,z,5,3,23,3,,,,,173.93141610000748,174.91696250002133,174.91696250002133,174.91696250002133,174.91696250002133,174.93256499996642,175.91616919997614,175.91616919997614,z,1,0.49753739999141544,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
-50,x,6,0,24,0,,,,,176.43298529996537,177.42444420000538,177.42444420000538,177.42444420000538,177.42444420000538,177.4438145000022,178.42971739999484,178.42971739999484,x,1,0.41544339997926727,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
150,v,6,1,25,1,,,,,178.8775456000003,179.8732840999728,179.8732840999728,179.8732840999728,179.8732840999728,179.89305790001526,180.86948389996542,180.86948389996542,v,1,0.5799928999622352,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
50,c,6,2,26,2,,,,,181.46799609996378,182.46830710000359,182.46830710000359,182.46830710000359,182.46830710000359,182.46830710000359,183.46972759999335,183.46972759999335,c,1,0.5514620999456383,ABC,001,2022-10-04_15h42.04.551,sequential,2022.2.2,60.808497605843975,
