2.9246 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
152.9345 	EXP 	fixation: autoDraw = True
153.9349 	EXP 	fixation: autoDraw = False
153.9349 	EXP 	grating: autoDraw = True
153.9349 	EXP 	grating: tex = 'sin'
154.2354 	EXP 	grating: autoDraw = False
154.2872 	DATA 	Keypress: right
154.3039 	EXP 	window1: recordFrameIntervals = False
154.3179 	EXP 	fixation: autoDraw = False
154.3179 	EXP 	grating: autoDraw = False
154.3182 	EXP 	window1: recordFrameIntervals = False
155.3199 	EXP 	fixation: autoDraw = True
156.3077 	EXP 	grating: autoDraw = True
156.3077 	EXP 	grating: tex = 'sin'
156.3216 	EXP 	fixation: autoDraw = False
156.6210 	EXP 	grating: autoDraw = False
156.6922 	EXP 	window1: recordFrameIntervals = False
156.6944 	DATA 	Keypress: right
156.7049 	EXP 	fixation: autoDraw = False
156.7049 	EXP 	grating: autoDraw = False
156.7052 	EXP 	window1: recordFrameIntervals = False
157.7014 	EXP 	fixation: autoDraw = True
158.7059 	EXP 	fixation: autoDraw = False
158.7059 	EXP 	grating: autoDraw = True
158.7059 	EXP 	grating: tex = 'sin'
159.0217 	EXP 	grating: autoDraw = False
159.1751 	DATA 	Keypress: left
159.1915 	EXP 	window1: recordFrameIntervals = False
159.2049 	EXP 	fixation: autoDraw = False
159.2049 	EXP 	grating: autoDraw = False
159.2052 	EXP 	window1: recordFrameIntervals = False
160.2025 	EXP 	fixation: autoDraw = True
161.2033 	EXP 	fixation: autoDraw = False
161.2033 	EXP 	grating: autoDraw = True
161.2033 	EXP 	grating: tex = 'sin'
161.5034 	EXP 	grating: autoDraw = False
161.7724 	EXP 	window1: recordFrameIntervals = False
161.7737 	DATA 	Keypress: left
161.7863 	EXP 	fixation: autoDraw = False
161.7863 	EXP 	grating: autoDraw = False
161.7865 	EXP 	window1: recordFrameIntervals = False
162.7874 	EXP 	fixation: autoDraw = True
163.7872 	EXP 	fixation: autoDraw = False
163.7872 	EXP 	grating: autoDraw = True
163.7872 	EXP 	grating: tex = 'sin'
164.0869 	EXP 	grating: autoDraw = False
164.2902 	EXP 	window1: recordFrameIntervals = False
164.2915 	DATA 	Keypress: right
164.3046 	EXP 	fixation: autoDraw = False
164.3046 	EXP 	grating: autoDraw = False
164.3048 	EXP 	window1: recordFrameIntervals = False
165.3060 	EXP 	fixation: autoDraw = True
166.3030 	EXP 	grating: autoDraw = True
166.3030 	EXP 	grating: tex = 'sin'
166.3226 	EXP 	fixation: autoDraw = False
166.6088 	EXP 	grating: autoDraw = False
166.6939 	EXP 	window1: recordFrameIntervals = False
166.6959 	DATA 	Keypress: left
166.7085 	EXP 	fixation: autoDraw = False
166.7085 	EXP 	grating: autoDraw = False
166.7089 	EXP 	window1: recordFrameIntervals = False
167.7064 	EXP 	fixation: autoDraw = True
168.7085 	EXP 	fixation: autoDraw = False
168.7085 	EXP 	grating: autoDraw = True
168.7085 	EXP 	grating: tex = 'sin'
169.0076 	EXP 	grating: autoDraw = False
169.0787 	EXP 	window1: recordFrameIntervals = False
169.0809 	DATA 	Keypress: right
169.0914 	EXP 	fixation: autoDraw = False
169.0914 	EXP 	grating: autoDraw = False
169.0917 	EXP 	window1: recordFrameIntervals = False
170.0904 	EXP 	fixation: autoDraw = True
171.0794 	EXP 	grating: autoDraw = True
171.0794 	EXP 	grating: tex = 'sin'
171.0932 	EXP 	fixation: autoDraw = False
171.3915 	EXP 	grating: autoDraw = False
171.4811 	DATA 	Keypress: right
171.5026 	EXP 	window1: recordFrameIntervals = False
171.5237 	EXP 	fixation: autoDraw = False
171.5237 	EXP 	grating: autoDraw = False
171.5240 	EXP 	window1: recordFrameIntervals = False
172.5052 	EXP 	fixation: autoDraw = True
173.5088 	EXP 	fixation: autoDraw = False
173.5088 	EXP 	grating: autoDraw = True
173.5088 	EXP 	grating: tex = 'sin'
173.8104 	EXP 	grating: autoDraw = False
173.8788 	EXP 	window1: recordFrameIntervals = False
173.8807 	DATA 	Keypress: left
173.8914 	EXP 	fixation: autoDraw = False
173.8914 	EXP 	grating: autoDraw = False
173.8918 	EXP 	window1: recordFrameIntervals = False
174.8900 	EXP 	fixation: autoDraw = True
175.8892 	EXP 	fixation: autoDraw = False
175.8892 	EXP 	grating: autoDraw = True
175.8892 	EXP 	grating: tex = 'sin'
176.1894 	EXP 	grating: autoDraw = False
176.3911 	EXP 	window1: recordFrameIntervals = False
176.3921 	DATA 	Keypress: right
176.4060 	EXP 	fixation: autoDraw = False
176.4060 	EXP 	grating: autoDraw = False
176.4062 	EXP 	window1: recordFrameIntervals = False
177.4037 	EXP 	fixation: autoDraw = True
178.3902 	EXP 	grating: autoDraw = True
178.3902 	EXP 	grating: tex = 'sin'
178.4063 	EXP 	fixation: autoDraw = False
178.6899 	EXP 	grating: autoDraw = False
178.7584 	EXP 	window1: recordFrameIntervals = False
178.7593 	DATA 	Keypress: right
178.7731 	EXP 	fixation: autoDraw = False
178.7731 	EXP 	grating: autoDraw = False
178.7732 	EXP 	window1: recordFrameIntervals = False
179.7736 	EXP 	fixation: autoDraw = True
180.7632 	EXP 	grating: autoDraw = True
180.7632 	EXP 	grating: tex = 'sin'
180.7771 	EXP 	fixation: autoDraw = False
181.0761 	EXP 	grating: autoDraw = False
181.1479 	EXP 	window1: recordFrameIntervals = False
181.1500 	DATA 	Keypress: right
181.1603 	EXP 	fixation: autoDraw = False
181.1603 	EXP 	grating: autoDraw = False
181.1606 	EXP 	window1: recordFrameIntervals = False
182.1574 	EXP 	fixation: autoDraw = True
183.1580 	EXP 	fixation: autoDraw = False
183.1580 	EXP 	grating: autoDraw = True
183.1580 	EXP 	grating: tex = 'sin'
183.4581 	EXP 	grating: autoDraw = False
183.5936 	EXP 	window1: recordFrameIntervals = False
183.5948 	DATA 	Keypress: left
183.6082 	EXP 	fixation: autoDraw = False
183.6082 	EXP 	grating: autoDraw = False
183.6084 	EXP 	window1: recordFrameIntervals = False
184.6057 	EXP 	fixation: autoDraw = True
185.6089 	EXP 	fixation: autoDraw = False
185.6089 	EXP 	grating: autoDraw = True
185.6089 	EXP 	grating: tex = 'sin'
185.9086 	EXP 	grating: autoDraw = False
186.0941 	EXP 	window1: recordFrameIntervals = False
186.0953 	DATA 	Keypress: left
186.1084 	EXP 	fixation: autoDraw = False
186.1084 	EXP 	grating: autoDraw = False
186.1086 	EXP 	window1: recordFrameIntervals = False
187.1060 	EXP 	fixation: autoDraw = True
188.1089 	EXP 	fixation: autoDraw = False
188.1089 	EXP 	grating: autoDraw = True
188.1089 	EXP 	grating: tex = 'sin'
188.4091 	EXP 	grating: autoDraw = False
188.4449 	DATA 	Keypress: right
188.4614 	EXP 	window1: recordFrameIntervals = False
188.4757 	EXP 	fixation: autoDraw = False
188.4757 	EXP 	grating: autoDraw = False
188.4759 	EXP 	window1: recordFrameIntervals = False
189.4732 	EXP 	fixation: autoDraw = True
190.4638 	EXP 	grating: autoDraw = True
190.4638 	EXP 	grating: tex = 'sin'
190.4797 	EXP 	fixation: autoDraw = False
190.7795 	EXP 	grating: autoDraw = False
191.0169 	EXP 	window1: recordFrameIntervals = False
191.0190 	DATA 	Keypress: right
191.0295 	EXP 	fixation: autoDraw = False
191.0295 	EXP 	grating: autoDraw = False
191.0298 	EXP 	window1: recordFrameIntervals = False
192.0257 	EXP 	fixation: autoDraw = True
193.0265 	EXP 	fixation: autoDraw = False
193.0265 	EXP 	grating: autoDraw = True
193.0265 	EXP 	grating: tex = 'sin'
193.3302 	EXP 	grating: autoDraw = False
193.4848 	EXP 	window1: recordFrameIntervals = False
193.4875 	DATA 	Keypress: left
193.4975 	EXP 	fixation: autoDraw = False
193.4975 	EXP 	grating: autoDraw = False
193.4979 	EXP 	window1: recordFrameIntervals = False
194.4932 	EXP 	fixation: autoDraw = True
195.4972 	EXP 	fixation: autoDraw = False
195.4972 	EXP 	grating: autoDraw = True
195.4972 	EXP 	grating: tex = 'sin'
195.7967 	EXP 	grating: autoDraw = False
195.9677 	EXP 	window1: recordFrameIntervals = False
195.9701 	DATA 	Keypress: left
195.9804 	EXP 	fixation: autoDraw = False
195.9804 	EXP 	grating: autoDraw = False
195.9807 	EXP 	window1: recordFrameIntervals = False
196.9778 	EXP 	fixation: autoDraw = True
197.9784 	EXP 	fixation: autoDraw = False
197.9784 	EXP 	grating: autoDraw = True
197.9784 	EXP 	grating: tex = 'sin'
198.2786 	EXP 	grating: autoDraw = False
198.3142 	EXP 	window1: recordFrameIntervals = False
198.3155 	DATA 	Keypress: right
198.3281 	EXP 	fixation: autoDraw = False
198.3281 	EXP 	grating: autoDraw = False
198.3283 	EXP 	window1: recordFrameIntervals = False
199.3291 	EXP 	fixation: autoDraw = True
200.3177 	EXP 	grating: autoDraw = True
200.3177 	EXP 	grating: tex = 'sin'
200.3314 	EXP 	fixation: autoDraw = False
200.6320 	EXP 	grating: autoDraw = False
200.7194 	EXP 	window1: recordFrameIntervals = False
200.7218 	DATA 	Keypress: left
200.7327 	EXP 	fixation: autoDraw = False
200.7327 	EXP 	grating: autoDraw = False
200.7331 	EXP 	window1: recordFrameIntervals = False
201.7287 	EXP 	fixation: autoDraw = True
202.7289 	EXP 	fixation: autoDraw = False
202.7289 	EXP 	grating: autoDraw = True
202.7289 	EXP 	grating: tex = 'sin'
203.0289 	EXP 	grating: autoDraw = False
203.0976 	EXP 	window1: recordFrameIntervals = False
203.0986 	DATA 	Keypress: right
203.1123 	EXP 	fixation: autoDraw = False
203.1123 	EXP 	grating: autoDraw = False
203.1125 	EXP 	window1: recordFrameIntervals = False
204.1105 	EXP 	fixation: autoDraw = True
205.0969 	EXP 	grating: autoDraw = True
205.0969 	EXP 	grating: tex = 'sin'
205.1135 	EXP 	fixation: autoDraw = False
205.3964 	EXP 	grating: autoDraw = False
205.5496 	EXP 	window1: recordFrameIntervals = False
205.5515 	DATA 	Keypress: left
205.5635 	EXP 	fixation: autoDraw = False
205.5635 	EXP 	grating: autoDraw = False
205.5637 	EXP 	window1: recordFrameIntervals = False
206.5626 	EXP 	fixation: autoDraw = True
207.5632 	EXP 	fixation: autoDraw = False
207.5632 	EXP 	grating: autoDraw = True
207.5632 	EXP 	grating: tex = 'sin'
207.8630 	EXP 	grating: autoDraw = False
207.9651 	EXP 	window1: recordFrameIntervals = False
207.9660 	DATA 	Keypress: right
207.9800 	EXP 	fixation: autoDraw = False
207.9800 	EXP 	grating: autoDraw = False
207.9802 	EXP 	window1: recordFrameIntervals = False
208.9776 	EXP 	fixation: autoDraw = True
209.9638 	EXP 	grating: autoDraw = True
209.9638 	EXP 	grating: tex = 'sin'
209.9808 	EXP 	fixation: autoDraw = False
210.2643 	EXP 	grating: autoDraw = False
210.4499 	EXP 	window1: recordFrameIntervals = False
210.4510 	DATA 	Keypress: left
210.4641 	EXP 	fixation: autoDraw = False
210.4641 	EXP 	grating: autoDraw = False
210.4643 	EXP 	window1: recordFrameIntervals = False
211.4616 	EXP 	fixation: autoDraw = True
212.4645 	EXP 	fixation: autoDraw = False
212.4645 	EXP 	grating: autoDraw = True
212.4645 	EXP 	grating: tex = 'sin'
212.7643 	EXP 	grating: autoDraw = False
213.2552 	DATA 	Keypress: left
213.2749 	EXP 	window1: recordFrameIntervals = False
213.2861 	EXP 	fixation: autoDraw = False
213.2861 	EXP 	grating: autoDraw = False
213.2864 	EXP 	window1: recordFrameIntervals = False
214.2851 	EXP 	fixation: autoDraw = True
215.2827 	EXP 	grating: autoDraw = True
215.2827 	EXP 	grating: tex = 'sin'
215.2991 	EXP 	fixation: autoDraw = False
215.5829 	EXP 	grating: autoDraw = False
215.7360 	EXP 	window1: recordFrameIntervals = False
215.7374 	DATA 	Keypress: left
215.7493 	EXP 	fixation: autoDraw = False
215.7493 	EXP 	grating: autoDraw = False
215.7496 	EXP 	window1: recordFrameIntervals = False
216.7464 	EXP 	fixation: autoDraw = True
217.7365 	EXP 	grating: autoDraw = True
217.7365 	EXP 	grating: tex = 'sin'
217.7530 	EXP 	fixation: autoDraw = False
218.0524 	EXP 	grating: autoDraw = False
218.2402 	EXP 	window1: recordFrameIntervals = False
218.2423 	DATA 	Keypress: right
218.2541 	EXP 	fixation: autoDraw = False
218.2541 	EXP 	grating: autoDraw = False
218.2546 	EXP 	window1: recordFrameIntervals = False
219.2498 	EXP 	fixation: autoDraw = True
220.2501 	EXP 	fixation: autoDraw = False
220.2501 	EXP 	grating: autoDraw = True
220.2501 	EXP 	grating: tex = 'sin'
220.5496 	EXP 	grating: autoDraw = False
220.8018 	DATA 	Keypress: right
220.8193 	EXP 	window1: recordFrameIntervals = False
220.8333 	EXP 	fixation: autoDraw = False
220.8333 	EXP 	grating: autoDraw = False
220.8335 	EXP 	window1: recordFrameIntervals = False
221.8358 	EXP 	fixation: autoDraw = True
222.8174 	EXP 	grating: autoDraw = True
222.8174 	EXP 	grating: tex = 'sin'
222.8512 	EXP 	fixation: autoDraw = False
223.1178 	EXP 	grating: autoDraw = False
223.2869 	EXP 	window1: recordFrameIntervals = False
223.2882 	DATA 	Keypress: left
223.3009 	EXP 	fixation: autoDraw = False
223.3009 	EXP 	grating: autoDraw = False
223.3013 	EXP 	window1: recordFrameIntervals = False
224.3024 	EXP 	fixation: autoDraw = True
225.2992 	EXP 	grating: autoDraw = True
225.2992 	EXP 	grating: tex = 'sin'
225.3179 	EXP 	fixation: autoDraw = False
225.6015 	EXP 	grating: autoDraw = False
225.7704 	EXP 	window1: recordFrameIntervals = False
225.7720 	DATA 	Keypress: left
225.7845 	EXP 	fixation: autoDraw = False
225.7845 	EXP 	grating: autoDraw = False
225.7848 	EXP 	window1: recordFrameIntervals = False
226.7817 	EXP 	fixation: autoDraw = True
227.7855 	EXP 	fixation: autoDraw = False
227.7855 	EXP 	grating: autoDraw = True
227.7855 	EXP 	grating: tex = 'sin'
228.0851 	EXP 	grating: autoDraw = False
228.2723 	EXP 	window1: recordFrameIntervals = False
228.2737 	DATA 	Keypress: left
228.2851 	EXP 	fixation: autoDraw = False
228.2851 	EXP 	grating: autoDraw = False
228.2853 	EXP 	window1: recordFrameIntervals = False
229.2857 	EXP 	fixation: autoDraw = True
230.2863 	EXP 	fixation: autoDraw = False
230.2863 	EXP 	grating: autoDraw = True
230.2863 	EXP 	grating: tex = 'sin'
230.5856 	EXP 	grating: autoDraw = False
230.7751 	DATA 	Keypress: left
230.7926 	EXP 	window1: recordFrameIntervals = False
230.8061 	EXP 	fixation: autoDraw = False
230.8061 	EXP 	grating: autoDraw = False
230.8064 	EXP 	window1: recordFrameIntervals = False
231.8024 	EXP 	fixation: autoDraw = True
232.8032 	EXP 	fixation: autoDraw = False
232.8032 	EXP 	grating: autoDraw = True
232.8032 	EXP 	grating: tex = 'sin'
233.1031 	EXP 	grating: autoDraw = False
233.3058 	EXP 	window1: recordFrameIntervals = False
233.3071 	DATA 	Keypress: left
233.3199 	EXP 	fixation: autoDraw = False
233.3199 	EXP 	grating: autoDraw = False
233.3203 	EXP 	window1: recordFrameIntervals = False
234.3170 	EXP 	fixation: autoDraw = True
235.3088 	EXP 	grating: autoDraw = True
235.3088 	EXP 	grating: tex = 'sin'
235.3226 	EXP 	fixation: autoDraw = False
235.6231 	EXP 	grating: autoDraw = False
235.7929 	EXP 	window1: recordFrameIntervals = False
235.7953 	DATA 	Keypress: left
235.8069 	EXP 	fixation: autoDraw = False
235.8069 	EXP 	grating: autoDraw = False
235.8072 	EXP 	window1: recordFrameIntervals = False
236.8029 	EXP 	fixation: autoDraw = True
237.8076 	EXP 	fixation: autoDraw = False
237.8076 	EXP 	grating: autoDraw = True
237.8076 	EXP 	grating: tex = 'sin'
238.1236 	EXP 	grating: autoDraw = False
238.2122 	EXP 	window1: recordFrameIntervals = False
238.2145 	DATA 	Keypress: left
238.2237 	EXP 	fixation: autoDraw = False
238.2237 	EXP 	grating: autoDraw = False
238.2241 	EXP 	window1: recordFrameIntervals = False
239.2202 	EXP 	fixation: autoDraw = True
240.2210 	EXP 	fixation: autoDraw = False
240.2210 	EXP 	grating: autoDraw = True
240.2210 	EXP 	grating: tex = 'sin'
240.5211 	EXP 	grating: autoDraw = False
240.6743 	EXP 	window1: recordFrameIntervals = False
240.6756 	DATA 	Keypress: right
240.6892 	EXP 	fixation: autoDraw = False
240.6892 	EXP 	grating: autoDraw = False
240.6896 	EXP 	window1: recordFrameIntervals = False
241.6908 	EXP 	fixation: autoDraw = True
242.6784 	EXP 	grating: autoDraw = True
242.6784 	EXP 	grating: tex = 'sin'
242.6918 	EXP 	fixation: autoDraw = False
242.9910 	EXP 	grating: autoDraw = False
243.1790 	EXP 	window1: recordFrameIntervals = False
243.1815 	DATA 	Keypress: right
243.1910 	EXP 	fixation: autoDraw = False
243.1910 	EXP 	grating: autoDraw = False
243.1914 	EXP 	window1: recordFrameIntervals = False
244.1881 	EXP 	fixation: autoDraw = True
245.1891 	EXP 	fixation: autoDraw = False
245.1891 	EXP 	grating: autoDraw = True
245.1891 	EXP 	grating: tex = 'sin'
245.4894 	EXP 	grating: autoDraw = False
245.7089 	EXP 	window1: recordFrameIntervals = False
245.7103 	DATA 	Keypress: right
245.7225 	EXP 	fixation: autoDraw = False
245.7225 	EXP 	grating: autoDraw = False
245.7227 	EXP 	window1: recordFrameIntervals = False
246.7197 	EXP 	fixation: autoDraw = True
247.7224 	EXP 	fixation: autoDraw = False
247.7224 	EXP 	grating: autoDraw = True
247.7224 	EXP 	grating: tex = 'sin'
248.0224 	EXP 	grating: autoDraw = False
248.1299 	EXP 	window1: recordFrameIntervals = False
248.1321 	DATA 	Keypress: left
248.1428 	EXP 	fixation: autoDraw = False
248.1428 	EXP 	grating: autoDraw = False
248.1432 	EXP 	window1: recordFrameIntervals = False
249.1429 	EXP 	fixation: autoDraw = True
250.1431 	EXP 	fixation: autoDraw = False
250.1431 	EXP 	grating: autoDraw = True
250.1431 	EXP 	grating: tex = 'sin'
250.4591 	EXP 	grating: autoDraw = False
250.7308 	EXP 	window1: recordFrameIntervals = False
250.7332 	DATA 	Keypress: left
250.7426 	EXP 	fixation: autoDraw = False
250.7426 	EXP 	grating: autoDraw = False
250.7430 	EXP 	window1: recordFrameIntervals = False
251.7397 	EXP 	fixation: autoDraw = True
252.7446 	EXP 	fixation: autoDraw = False
252.7446 	EXP 	grating: autoDraw = True
252.7446 	EXP 	grating: tex = 'sin'
253.0591 	EXP 	grating: autoDraw = False
253.3821 	EXP 	window1: recordFrameIntervals = False
253.3847 	DATA 	Keypress: left
253.3964 	EXP 	fixation: autoDraw = False
253.3964 	EXP 	grating: autoDraw = False
253.3968 	EXP 	window1: recordFrameIntervals = False
254.3903 	EXP 	fixation: autoDraw = True
255.3910 	EXP 	fixation: autoDraw = False
255.3910 	EXP 	grating: autoDraw = True
255.3910 	EXP 	grating: tex = 'sin'
255.6909 	EXP 	grating: autoDraw = False
255.8593 	EXP 	window1: recordFrameIntervals = False
255.8602 	DATA 	Keypress: right
255.8741 	EXP 	fixation: autoDraw = False
255.8741 	EXP 	grating: autoDraw = False
255.8742 	EXP 	window1: recordFrameIntervals = False
256.8740 	EXP 	fixation: autoDraw = True
257.8589 	EXP 	grating: autoDraw = True
257.8589 	EXP 	grating: tex = 'sin'
257.8761 	EXP 	fixation: autoDraw = False
258.1590 	EXP 	grating: autoDraw = False
258.3278 	EXP 	window1: recordFrameIntervals = False
258.3291 	DATA 	Keypress: right
258.3419 	EXP 	fixation: autoDraw = False
258.3419 	EXP 	grating: autoDraw = False
258.3422 	EXP 	window1: recordFrameIntervals = False
259.3445 	EXP 	fixation: autoDraw = True
260.3308 	EXP 	grating: autoDraw = True
260.3308 	EXP 	grating: tex = 'sin'
260.3454 	EXP 	fixation: autoDraw = False
260.6443 	EXP 	grating: autoDraw = False
260.7954 	EXP 	window1: recordFrameIntervals = False
260.7968 	DATA 	Keypress: left
260.8097 	EXP 	fixation: autoDraw = False
260.8097 	EXP 	grating: autoDraw = False
260.8099 	EXP 	window1: recordFrameIntervals = False
261.8074 	EXP 	fixation: autoDraw = True
262.8101 	EXP 	fixation: autoDraw = False
262.8101 	EXP 	grating: autoDraw = True
262.8101 	EXP 	grating: tex = 'sin'
263.1100 	EXP 	grating: autoDraw = False
263.2962 	EXP 	window1: recordFrameIntervals = False
263.2975 	DATA 	Keypress: right
263.3100 	EXP 	fixation: autoDraw = False
263.3100 	EXP 	grating: autoDraw = False
263.3102 	EXP 	window1: recordFrameIntervals = False
264.3074 	EXP 	fixation: autoDraw = True
265.3106 	EXP 	fixation: autoDraw = False
265.3106 	EXP 	grating: autoDraw = True
265.3106 	EXP 	grating: tex = 'sin'
265.6107 	EXP 	grating: autoDraw = False
265.7132 	EXP 	window1: recordFrameIntervals = False
265.7145 	DATA 	Keypress: right
265.7276 	EXP 	fixation: autoDraw = False
265.7276 	EXP 	grating: autoDraw = False
265.7278 	EXP 	window1: recordFrameIntervals = False
266.7250 	EXP 	fixation: autoDraw = True
267.7277 	EXP 	fixation: autoDraw = False
267.7277 	EXP 	grating: autoDraw = True
267.7277 	EXP 	grating: tex = 'sin'
268.0279 	EXP 	grating: autoDraw = False
268.1301 	DATA 	Keypress: left
268.1441 	EXP 	fixation: autoDraw = False
268.1441 	EXP 	grating: autoDraw = False
268.4599 	EXP 	window1: mouseVisible = True
